Id_accidentalidad;seq_fecha;franja_horaria;r-franja;seq_tipo_accidente;seq_afectación;seq_tipo_servicio;seq_empresa_operadora;concesion;linea;ruta;coordenada_X;coordenada_Y;desp_suceso;num_lesionados _valorados;num_lesionados _trasladados;num_víctimas_fatales;gravedad_afectados;conciliación;placa;inmovilizado;sentido
202504;6;7 - 8;04:00 - 07:59;2;3;3;5;1;[837] RP3;[3513] P3 V.3;601395;505027;Tabla 11 / Viaje 1 operador informa que el va normal  en su recorrido  y un tercero lo alcanza  donde le indica que el lo colisiono cuadras atras/ Conclusion:el tercero se retira del punto sin dejar datos, el zonal continua recorrido / Reportado por el TCZ de ETIB - Veronica Lizarazo/ Reportado al TS del Ente Gestor - Jose Manuel Duque;0;0;0;5;No;WEW099;No;Sur-Norte
202509;6;7 - 8;04:00 - 07:59;14;3;3;5;1;[767] R927;[3352] C 927 V.10;597100;517803;Tabla 17 / Viaje 1 operador reporta que al intentar darle paso a una ana ambulancia la colsiona por la parte izquierda/ no se presentan heridos en el punto y el zonal es enviado a patio, / Reportado por el TCZ de ETIB - Omar Casallas/ Reportado al TS del Ente Gestor - Jose Manuel Duque;0;0;0;5;No;WCM767;No;Sur-Norte
202519;6;8 - 9;08:00 - 11:59;2;3;3;5;1;[682] C80;[2719] C80 V.3;597110;511001;"tabla 6/ viaje 2/ operador informa que una volqueta lo cierra, se produce choque, no se presentan lesionados, se envia asistencia/se concilia a favor del zonal/ zonal se dirige a patio/ reportado por TCZ Luis Lara a Ente Gestor  Alfonso B  Jimenez      
";0;0;0;5;Sí;SMS987;No;Sur-Norte
202524;6;8 - 9;08:00 - 11:59;2;3;3;5;1;[59] 99;[3272] 99  V.4;595781;512886;Tabla 25 / Viaje 1/ Operador reporta que colisiona un particular por el costado izquierod trasero, no se presentan heridos, se envia asistencia al punto/ al punto llega policia de transito el cual hace informe policial, con Causal 121 (no mantener distancia de seguridad) para el operador, zonal se dirige para el patio/   Reportado por el TCZ de ETIB - Jonatan Lozano/ Reportado al TS del Ente Gestor - Jose Manuel Duque;0;0;0;5;No;WEV595;No;Occi-Orien
202525;6;9 - 10;08:00 - 11:59;2;3;3;5;1;[59] 99;[3272] 99  V.4;595723;512926;Tabla 4 / Viaje 3/ Operador reporta que un particular lo colisiona por el costado trasero, no se presentan heridos, se envia asistencia al punto/ se concilia y el zonal continua en recorrido/ Reportado por el TCZ de ETIB - Jonatan Lozano/ Reportado al TS del Ente Gestor - Jose Manuel Duque;0;0;0;5;Sí;VDS998;No;Occi-Orien
202533;6;9 - 10;08:00 - 11:59;2;3;3;5;1;[534] C_115;[3147] C_115 V.3;605088;515860;Tabla 20 / Viaje 1 operador informa que camioneta realiza el giro lo cierra / colisiona por la parte delantera del zonal / no hay daños/ no hay lesionados/ zona continua recorridotercero se retira del punto sin suministrar datos/ zonal continua recorrido / Reportado por el TCZ de ETIB - Diana Arias/ Reportado al TS del Ente Gestor - Alfonso B  Jimenez ;0;0;0;5;No;WGL230;No;Norte-Sur
202543;6;10 - 11;08:00 - 11:59;4;3;3;5;1;[293] 544_A;[3281] 544 V.4;597087;513689;Tabla 1 / Viaje 3 /el operador reporta que un  provicional  lo cierra  por el costado derecho colisionandolono se presenta heridos  /en espera de asistencia /  Reportado por el TCZ de ETIB - Sanchez Albarracin Luisa Fernanda/ Reportado al TS del Ente Gestor - Jose Manuel Duque;0;0;0;5;No;ESL226;No;Orien-Occi
202550;6;11 - 12;08:00 - 11:59;2;3;3;5;1;[204] C52;[3047] C52 V8;593193;510274;Tabla 16 / Viaje 2/ Operador informa que colisiona por la parte derecha  trasera al particular,  se le envía asistencia al punto / concilia a favor del tercero, zonal se dirige  por sus propios medios a patio,  Reportado Por El Tcz De Etib - Pacheco Carlos Fernando/ Reportado Al Ts Del Ente Gestor - Eudover Montoya;0;0;0;5;Sí;VET872;No;Sur-Norte
202558;6;11 - 12;08:00 - 11:59;9;3;3;5;1;[594] 599;[3256] IDA V.5;603694;518350;Tabla 22 / Viaje 3 operador reporta que una moto  se encuentra parqueada y el zonal no mide distancia y la colsiona   no se presentan heridos en el punto/ el motocilcista se retira del punto y el zonal continua el recorrido  / Reportado por el TCZ de ETIB - Omar Casallas/ Reportado al TS del Ente Gestor - Carlos Ordoñez  ;0;0;0;5;No;WML715;No;Sur-Norte
202577;6;13 - 14;12:00 - 15:59;6;3;3;5;1;[43] 135;[3000] 135_H_I_20170212;594598;508729;Tabla 0 / Viaje 0 operador informa que no mantiene el tp80 y colisiona por detras con zonal Z502061/ no hay lesionados/ se envia recomoto al punto/  / Reportado por el TCZ de ETIB - Diana Arias/ Reportado al TS del Ente Gestor - Eudover Montoya;0;0;0;5;Sí;VER585;No;Occi-Orien
202578;6;13 - 14;12:00 - 15:59;3;3;3;5;1;[274] 252;[1444] 252 V.2;600605;508843;Tabla 3 / Viaje 4 operador informa que colisiona taxi por la pare de atras/ no hay lesionados / se envia recomoto/ se concilia a favor del tercero / zonal se desplaza a patio sevillana 1 / Reportado por el TCZ de ETIB - Diana Arias/ Reportado al TS del Ente Gestor - Eudover Montoya;0;0;0;5;Sí;VFB962;No;Orien-Occi
202582;6;14 - 15;12:00 - 15:59;2;3;3;5;1;[500] 120;[3254] 120 V.5;589381;509134;Tabla 16 / Viaje 3 operador reporta que particualr le invade el carril y lo colsiona por el costado lateral derecho  no se presentan heridos en el punto /se llega a una conciliacion con el tercero y el zonal es enviado a aptio por sus propios medios / Reportado por el TCZ de ETIB - Omar Casallas/ Reportado al TS del Ente Gestor - Carlos Ordoñez ;0;0;0;5;Sí;WDE237;No;Norte-Sur
202586;6;14 - 15;12:00 - 15:59;2;3;3;5;1;[840] RP24;[3485] RP24;592980;508117;"Tabla 7 / Viaje 3/ Operador reporta que un camión lo colisiona por el costado izquierdo, no hay heridos se envia asistencia al punto Conclusión : el tercero deja Ciento veinte mil pesos "" y se retira del punto sin suministrar datos   /  Reportado por el TCZ de ETIB - Jonatan Lozano/ Reportado al TS del Ente Gestor - Carlos Ordoñez";0;0;0;5;No;WDE716;No;Sur-Norte
202608;6;17 - 18;16:00 - 19:59;9;3;3;5;1;[69] C11;[2804] C11 V.5;593591;510317;Tabla 15 / Viaje 4 operador reporta que un motociclista lo colisiona por la parte trasera, el tercero  no se cae, no tiene lesiones,  parquea la moto al frente del zonal e indica que quiere que le paguen los daños,  cuando se indica que se enviara asistencia  se da  al fuga , zonal continua el recorrido tercero se dio a la fuga / Reportado por el TCZ de ETIB - Diego Molano/ Reportado al TS del Ente Gestor - Eudover Montoya;0;0;0;5;No;WGI066;No;Orien-Occi
202617;6;17 - 18;16:00 - 19:59;6;3;3;5;1;[412] 731;[3085] 731 V.3;600821;511376;Tabla 2 / Viaje 3/ El operador reporta que un zonal de masivo capital Z24-4464 se encontraba en el paradero y el operador al intentar sobrepasar el zonal de masivo lo colisiona levemente y le rompe el espejo izquierdo  no se registran lesionados y el operador concilia con el tercero y continua con el recorrido Reportado por el TCZ de ETIB - Juan David Tellez Mendez/ Reportado al TS del Ente Gestor - Carlos Ordoñez;0;0;0;5;Sí;WDE747;No;Orien-Occi
202615;6;18 - 19;16:00 - 19:59;3;3;3;5;1;[263] E72;[3050] E72 V4;598985;511587;Tabla 11 / Viaje 3 operador informa voy en recorrido y un taxista me adelanta cerrando y colisionamos en costado , policia transito mueve los vehiculos y continuan recorrido  / Reportado por el TCZ de ETIB - Indira Gomez/ Reportado al TS del Ente Gestor - Nicolay Novoa;0;0;0;5;No;VES421;No;NO APLICA
202620;6;18 - 19;16:00 - 19:59;2;3;3;5;1;[767] R927;[3353] C 927 Contraflujo V.10;592869;512363;Tabla 1 / Viaje 3/operador reporta que un camion le invade el carril rompiendole espejo retrovisor izquierdo/ tercero se dio a la fuga/ no se presenta policia de transito al punto/ operador afirma que el puede continuar con recorrido normal a cabecera/ no hay lesionados en el punto/ Reportado por el TCZ de ETIB - Hector Rodriguez/ Reportado al TS del Ente Gestor - Miguel Orjuela;0;0;0;5;No;WEV604;No;Norte-Sur
202630;6;20 - 21;20:00 - 23:59;5;3;3;5;1;[598] 97;[1531] 97;603561;511091;zonal varado en via, operador indica  que  la puerta del operador se abre y pasa un dual el cual se lleva la puerta, se realiza informe policial   por causal 212, zonal se envia en vacio al patio  / Reportado por el TCZ de ETIB - Diego Molano/ Reportado al TS del Ente Gestor - Nicolay Novoa;0;0;0;5;No;VDP915;No;Sur-Norte
202640;6;21 - 22;20:00 - 23:59;6;3;3;5;1;[841] R117;[3423] RP117;600510;505778;"Tabla 15/viaje 4/
se reporta accidente de tránsito con vehículo zonal de Consorcio Express/ según versión inicial de operador/ tercero /choca parte lateral de zonal de Etib/ causando daños materiales/ no hay lesionados/ se envía asistencia al sitio/ llega representante de  Etib se concilia a favor, el zonal se desplaza para el patio/ Reportado por el TCZ de ETIB/ Sanabria Sierra Benjamín/ Reportado al TS del Ente Gestor/ Miguel Orjuela
";0;0;0;5;Sí;WGH818;No;Orien-Occi
202117;2;7 - 8;04:00 - 07:59;8;1;3;7;5;[593] 593;[3137] 593_HABIL_V3;591488;512476;"Tabla: 5/ Viaje: 1/ Detalle : el operador indica que va por su carrir y un bicitaxi lo va a adelantar por el costado derecho y colisiona el movil se envia asistencia al punto / al momento hay un lesionado conformado /Reportado a: Carlos Santamaría Tecnico supervisor TM S A/ Conlusion: se genera informe de transito con causal 103 ""Adelantar Cerrando"" para el operador, el cual es conducido para medicina legal y el movil es inmovilziado en patios de alamos  
";0;1;0;1;No;WGK070;No;Norte-Sur
202665;7;6 - 7;04:00 - 07:59;3;3;3;5;1;[43] 135;[3001] 135_H_V_20170212;595000;509285;Tabla 5 / Viaje 2/ el operador reporta que realiza  procede a frenar, pero el vehículo no lo responde/ como consecuencia de la maniobra se genera un choque simple/ en el cual no se presenta persona lesionada, ni tampoco persona fallecida/ se presenta daños al móvil y al tercero/ al punto  hace presencia policía de tránsito que es la entidad encargada de atender el evento/ a las 09:00/ el móvil se dirige para el patio de la empresa/ debido a que se realiza informe de tránsito (Colocando la causal 121 que significa no conservar distancia para el operador) Reportado por el TCZ de ETIB - Sánchez Torres Wilson Armando/ Reportado al TS del Ente Gestor – Alfonso Jiménez;0;0;0;5;No;VFC741;No;Orien-Occi
202676;7;7 - 8;04:00 - 07:59;3;3;3;5;1;[401] 132;[2460] 132 V.3;598140;515238;Tabla 7 / Viaje 1/ Operador reporta que el taxi lo intenta adelantar por la izquierda y golpea el zonal / No se presentan lesionados / El tercero no espera y se da a la fuga sin suministrar datos / Al no haber otra novedad el móvil continúa el recorrido/ Reportado por el TCZ de ETIB - Torres Abelardo/ Reportado al TS del Ente Gestor - José Manuel Duque;0;0;0;5;No;WGI061;No;Orien-Occi
202675;7;7 - 8;04:00 - 07:59;2;3;3;5;1;[31] C15;[3291] C15 V.5;602868;510873;Tabla 23 / Viaje 1 /el operador reporta que  no alcaza a  frenar y colisiona a un particular por detras /no se presenta lesionados /ninguno asume la responsabilidad al llegar el agente de transito informa causal 121 al operador (no mantener distancia de seguridad) al terminar la novedad el zonal se desplaza para patio de san jose / Reportado por el TCZ de ETIB - Sanchez Albarracin Luisa Fernanda/ Reportado al TS del Ente Gestor - Jose Manuel Duque ;0;0;0;5;No;TUP480;No;Sur-Norte
202679;7;7 - 8;04:00 - 07:59;2;3;3;5;1;[840] RP24;[3485] RP24;589286;508909;Tabla 9 / Viaje 1/  Operador reporta que colisiona con un particular por el costado izquierdo trasero dando un giro, no hay heridos, se envia asistencia al punto, cada quien asume sus daños y el zonal se dirige para el patio / Reportado por el TCZ de ETIB - Jonatan Lozano/ Reportado al TS del Ente Gestor - Jose Manuel Duque ;0;0;0;5;Sí;WCL640;No;Orien-Occi
202681;7;7 - 8;04:00 - 07:59;2;3;3;5;1;[712] C105;[2859] C105 V.3;595217;509697;Tabla 19 / Viaje 1 operador informa que camio lo colisiona por el faldon derecho del zonal/ no hay lesionados /  se envia recomoto al punto/ Se concilia a favor de Etib /zonal se desplaza a patio sevillana 1/ Reportado por el TCZ de ETIB - Diana Arias/ Reportado al TS del Ente Gestor - Jairo Zapata;0;0;0;5;Sí;VFC994;No;Sur-Norte
202689;7;8 - 9;08:00 - 11:59;2;3;3;5;1;[665] T24;[2510] T24 VUELTA V.3;588842;511260;Tabla 7 / Viaje 2 operador reporta que con la parte trasera del zonal le rompe el espejo del  conductor a un camion de la basura, no hay lesionados, se envia asistencia al punto / Conclusion: se realiza informe de transito en contra del operador, el zonal se dirige a patio / Reportado por el TCZ de ETIB - Veronica Lizarazo/ Reportado al TS del Ente Gestor - Jose Manuel Duque ;0;0;0;5;No;VEP154;No;Occi-Orien
202699;7;9 - 10;08:00 - 11:59;4;3;3;5;1;[767] R927;[3352] C 927 V.10;598259;519660;Tabla 22 / Viaje 1 operador reporta que al salir del paradero un bus del tpc no le da la via y le rompe el espejo izquierdo  NA / Reportado por el TCZ de ETIB - Omar Casallas/ Reportado al TS del Ente Gestor - Jose Manuel Duque ;0;0;0;5;No;WDE719;No;Norte-Sur
202700;7;9 - 10;08:00 - 11:59;2;3;3;5;1;[500] 120;[3254] 120 V.5;590295;509329;Tabla 7 / Viaje 3 operador reporta que particular frena bruscamente ocasionando que el zonal lo colsione por la parte trasera   no se presentan heridos en el punto /se llega a una conciliacion con el tercero y el zonal se dirige a patio por sus propios medios  / Reportado por el TCZ de ETIB - Omar Casallas/ Reportado al TS del Ente Gestor - Jose Manuel Duque ;0;0;0;5;Sí;WCL622;No;Sur-Norte
202702;7;10 - 11;08:00 - 11:59;2;3;3;5;1;[115] E16;[2679] E16 VUELTA V.5;601751;519341;Tabla 31 / Viaje 2/ Operador reporta que al pasar mediante un carro varado, colisiona por el costado izquierdo del zonal, no hay heridos, se envia asistencia al punto, se concilia y el zonal se dirige para el patio/ Reportado por el TCZ de ETIB - Jonatan Lozano/ Reportado al TS del Ente Gestor - Jose Manuel Duque;0;0;0;5;Sí;WDE764;No;Norte-Sur
202128;2;8 - 9;08:00 - 11:59;9;1;3;3;2;[96] 669;[2872] VUELTA V8;599238;519054;"Operador realizando tabla 16 viaje 03 indica que iba aproximar al paradero y un motociclista por adelantarlo colisiona contra el zonal quedando lesionado pero conciente, se envia tecnico de seguridad vial Wilson Largo y asistencia juridica abogado Bernardo Abril quienes concluyen el caso con responsabilidad del tercero por lo cual firma desestimiento de lesiones y de cualquier proceso judicial, movil se desplaza para patio operaciones/ Reportado a Elkin Martinez tecnico de supervision Transmilenio 
";0;1;0;1;No;WLU665;No;Orien-Occi
202705;7;11 - 12;08:00 - 11:59;2;3;3;5;1;[712] C105;[2859] C105 V.3;595917;510019;Tabla 17 / Viaje 2 operador informa que particular omite el pare y lo colisiona por la parte derecha del zonal/ no hay lesionados/ se envia recomoto al punto / se concilia a favor de Etib/ zonal se desplaza a patio sevillana 1/ Reportado por el TCZ de ETIB - Diana Arias/ Reportado al TS del Ente Gestor - Jairo Zapata;0;0;0;5;Sí;WML662;No;Sur-Norte
202714;7;11 - 12;08:00 - 11:59;2;3;3;5;1;[204] C52;[3047] C52 V8;605114;515927;Tabla 11 / Viaje 2/ Operador informa que un particular, lo colisiona por la parte derecha delantera al zonal,  se le envía asistencia al punto/  Se concilia a Favor del Zonal/ Zonal se dirige  por sus propios medios a Patio/  Reportado Por El Tcz De Etib - Pacheco Carlos Fernando/ Reportado Al Ts Del Ente Gestor - Miguel Orjuela ;0;0;0;5;Sí;SVS940;No;Orien-Occi
202715;7;11 - 12;08:00 - 11:59;2;3;3;5;1;[500] 120;[3254] 120 V.5;593225;510270;Tabla 4 / Viaje 3 operador reporta que al cambiar de carril con la parte trasera del zonal colisiona a un movil particular   no se presentan heridos en el punto/se realiza informe de transito con causal 157 para los dos / el zonal es enviado a aptio por sus propios medios   / Reportado por el TCZ de ETIB - Omar Casallas/ Reportado al TS del Ente Gestor - Carlos Ordoñez;0;0;0;5;No;TUP471;No;Norte-Sur
202722;7;12 - 13;12:00 - 15:59;3;3;3;5;1;[767] R927;[3352] C 927 V.10;597578;517253;Tabla 17 / Viaje 2 operador reporta que taxi no mide distancia y lo colsiona por la parte trasera   no se presentan heridos en el punto /el tercero afirma no tener tiempo para esperar la asistencia asi que se retira del punto y el zonal continua el recorrido  / Reportado por el TCZ de ETIB - Omar Casallas/ Reportado al TS del Ente Gestor - Carlos Ordoñez;0;0;0;5;No;ESL236;No;Sur-Norte
202733;7;14 - 15;12:00 - 15:59;2;3;3;5;1;[217] E26A;[3061] E26A V.7;603497;511773;tabla 6/ viaje 3/ operador indica que un particular lo cierra y con la llanta raya levemente el bomper delantero costado izquierdo- tercero se da a la fuga, zonal continua ruta , no se presentan lesionados/ reportado por TCZ Luis Lara a Ente Gestor  Miguel Orjuela;0;0;0;5;No;WML668;No;Norte-Sur
202734;7;14 - 15;12:00 - 15:59;2;3;3;5;1;[500] 120;[3254] 120 V.5;596858;510388;Tabla 20 / Viaje 3 operador  reporta que al estar en el paradero estacionado llega un furgon y no mide distancia y lo colisiona por la parte trasera se realiza procedimiento policial con causal 106 para el tercero /el zonal es enviado a aptio por sus propios medios / Reportado por el TCZ de ETIB - Omar Casallas/ Reportado al TS del Ente Gestor - Carlos Ordoñez;0;0;0;5;No;WCM272;No;Norte-Sur
202742;7;15 - 16;12:00 - 15:59;6;3;3;5;1;[412] 731;[3085] 731 V.3;588743;509304;Tabla 8 / Viaje 4/ Operador reporta que se encontraba en el paradero y un zonal de consorcio exprés Z107013 de la ruta 782 al sobrepasarlo le rompe el espejo izquierdo  no se registran lesionados   se concilia con cuenta de cobro y el zonal se dirige para el patio// Reportado por el TCZ de ETIB - Juan David Tellez Mendez/ Reportado al TS del Ente Gestor - Carlos Ordoñez;0;0;0;5;Sí;WEW097;No;Sur-Norte
202140;2;10 - 11;08:00 - 11:59;9;1;3;5;1;[841] R117;[3423] RP117;598361;508055;Tabla 26 / Viaje 1 operador reporta que  una motociclista frena bruscamente y con el zonal la colisiona por la parte trasera, la motocilcista se cae,  pero se levanta de nuevo, esta conciente, no se evidencia herida abierta, se envia asistencia es valorada por ambulancia ,  se llega a un acuerdo economico, el zonal se envia en vacio a patio  / Reportado por el TCZ de ETIB - Diego Molano/ Reportado al TS del Ente Gestor - Carlos Ordoñez;0;1;0;1;Sí;WEW126;No;Orien-Occi
202752;7;15 - 16;12:00 - 15:59;2;3;3;5;1;[217] E26A;[3061] E26A V.7;599683;511424;Tabla 22 / Viaje 2 Operador indica que una camioneta esta varada, al tomar la Izquierda y furgon no se da cuenta de la camioneta parqueada y golpea al zonal en la parte dercha delantera Se concilia a favor de Etib / móvil se desplaza para patio/ Reportado por el TCZ de ETIB - Silvia Paez/ Reportado al TS del Ente Gestor - Miguel Orjuela ;0;0;0;5;Sí;ESM130;No;Occi-Orien
